file_name	version	domain	source_path	destination_path	status	supersedes	notes
SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_FOOTBALL_LIFE_ARCHITECTURE_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_FOOTBALL_LIFE_ARCHITECTURE_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_FOOTBALL_LIFE_ARCHITECTURE_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.md	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_UI_UX_SCREEN_SPEC_v1.3.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.md	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.md	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_EARTHUS_CONTEXT_INTEGRATION_SPEC_v1.3.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_ENGINE_DEPENDENCY_MAP_v1.3.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_DEPENDENCY_MAP_v1.3.md	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_DEPENDENCY_MAP_v1.3.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_ENGINE_CATALOG_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
README_FIRST_v1.3.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/README_FIRST_v1.3.md	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/README_FIRST_v1.3.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_CODEX_IMPLEMENTATION_PLAN_v1.3.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_CODEX_IMPLEMENTATION_PLAN_v1.3.docx	docs/canonical/archives/chatgpt-source/v1.4/00_BASELINE_V1.3/SNAPN_SPORTS_V2_CODEX_IMPLEMENTATION_PLAN_v1.3.docx	ARCHIVE		Baseline dependency retained without modification
MANIFEST.txt	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/MANIFEST.txt	docs/canonical/archives/chatgpt-source/v1.4/MANIFEST.txt	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	ARCHIVE		Original package copy
SQL_SANITY.txt	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SQL_SANITY.txt	docs/canonical/archives/chatgpt-source/v1.4/SQL_SANITY.txt	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_MASTER_DEVELOPMENT_DIRECTIVE_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_GOLDEN_ACCEPTANCE_SCENARIOS_v1.4.docx	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.md	ARCHIVE		Original package copy
